"Geo_GEOID","Geo_NAME","SE_T002_001","SE_T002_002","SE_T002_003","SE_T012_001","SE_T012_002","SE_T012_003","SE_T057_001","SE_T098_001","SE_T104_001","B25077001","B25077001s","lng","lat"
"05000US27165","Watonwan County, Minnesota","10996","25.28082","434.9542685","39.7","38.7","41.2","50068","1951","593","94900","2738.181818", -94.61407968134078, 43.97843369144107
"05000US27167","Wilkin County, Minnesota","6479","8.627352","750.9836308","44.1","43.9","44.5","52963","1963","498","110800","5019.393939", -96.46832775237807, 46.35706081387651
"05000US27169","Winona County, Minnesota","51145","81.68938","626.0911294","34","33.8","34.1","52840","1967","629","156500","2320.606061", -91.77915650168815, 43.98684965515536
"05000US27171","Wright County, Minnesota","129922","196.4564","661.3275181","35.8","35.5","36.2","75705","1991","915","201500","2772.121212", -93.96304477675696, 45.173947888303076
"05000US27173","Yellow Medicine County, Minnesota","10038","13.22353","759.1011912","43","41","44.9","54717","1953","568","98100","2630.30303", -95.86836215823185, 44.716249506210616
"05000US28001","Adams County, Mississippi","31747","68.66538","462.3435784","40.4","38.2","42.6","31283","1971","584","89400","1976.969697", -91.35354065281685, 31.482889924987518
"05000US28003","Alcorn County, Mississippi","37309","93.26302","400.0406735","39.7","37.4","42.5","38892","1978","617","86500","2131.515152", -88.58026275681866, 34.880809697972765
"05000US28005","Amite County, Mississippi","12692","17.38391","730.1002599","46.1","42.3","49.3","27334","1977","615","73100","2862.424242", -90.80441840169088, 31.17442600913835
"05000US28007","Attala County, Mississippi","19085","25.96662","734.9819752","40.6","39.6","41.5","33018","1978","537","74700","2087.272727", -89.58152181553615, 33.086262529262925
"05000US28009","Benton County, Mississippi","8378","20.60419","406.616321","42.1","41.7","42.9","36302","1980","536","73300","4746.666667", -89.18846406492385, 34.817293501470786
"05000US28011","Bolivar County, Mississippi","33615","38.34818","876.5734637","34.9","33.1","37.3","27457","1975","605","86100","2060.606061", -90.88036125965698, 33.79558181465302
"05000US28013","Calhoun County, Mississippi","14724","25.10172","586.573442","40.5","39.4","41.3","31141","1976","521","67400","3969.090909", -89.33645896112041, 33.936433849304535
"05000US28015","Carroll County, Mississippi","10301","16.39653","628.2426266","45.2","44.3","47.5","40278","1987","399","89900","5773.333333", -89.9201706178104, 33.44852906719666
"05000US28017","Chickasaw County, Mississippi","17357","34.59072","501.7819449","37.1","35.5","38.9","31048","1980","546","60000","3383.636364", -88.94785542896524, 33.920776789682556
"05000US28019","Choctaw County, Mississippi","8320","19.8956","418.1828302","43","42.4","44","32953","1980","545","77400","5017.575758", -89.24837978681133, 33.3473003624904
"05000US28021","Claiborne County, Mississippi","9209","18.89354","487.4153857","33","31.8","33.4","25000","1977","570","56200","3929.69697", -90.91177381781301, 31.97366510901588
"05000US28023","Clarke County, Mississippi","16203","23.42905","691.5774189","42","40.6","42.7","36441","1981","601","68200","4696.363636", -88.68942929547545, 32.04138036314805
"05000US28025","Clay County, Mississippi","20147","49.13112","410.0659864","38.6","38.3","38.6","33142","1978","666","81600","3672.121212", -88.78154013120663, 33.655649664614934
"05000US28027","Coahoma County, Mississippi","24804","44.89202","552.5258279","33.9","31.5","35.7","28217","1970","573","62500","2891.515152", -90.6026839241202, 34.22918423978384
"05000US28029","Copiah County, Mississippi","28780","37.02834","777.2424336","38","36.3","39.2","34738","1978","642","88800","2489.090909", -90.44877589640733, 31.869251819271444
"05000US28031","Covington County, Mississippi","19503","47.13187","413.7964377","38.2","36.9","38.6","31684","1983","649","72300","3707.878788", -89.5526265637516, 31.63318725606086
"05000US28033","DeSoto County, Mississippi","170890","358.8023","476.2789387","36.2","35","37.6","60111","1995","977","155000","1512.121212", -89.99184257763339, 34.87538486954627
"05000US28035","Forrest County, Mississippi","76274","163.6634","466.0418566","32","31.1","32.9","37017","1978","743","111300","4049.090909", -89.25788635934632, 31.188868704019235
"05000US28037","Franklin County, Mississippi","7818","13.86878","563.7121902","42.5","41.3","42.9","40081","1977","509","74400","2990.909091", -90.89790762207883, 31.477170618744257
"05000US28039","George County, Mississippi","23313","48.70104","478.6961237","36.8","36.4","37.5","47313","1984","689","97700","8618.181818", -88.64397201858347, 30.862562979507224
"05000US28041","Greene County, Mississippi","13941","19.55924","712.757761","37.4","36.5","39.7","40069","1981","579","88300","9924.242424", -88.63917944844643, 31.214226877932827
"05000US28043","Grenada County, Mississippi","21518","50.97758","422.1071109","40.3","38.4","40.9","33026","1979","615","94900","3090.909091", -89.80200379380544, 33.769902510181126
"05000US28045","Hancock County, Mississippi","46028","97.11289","473.9638577","41.8","41.1","42.5","46542","1998","769","129900","4184.242424", -89.48851334010634, 30.416014208215437
"05000US28047","Harrison County, Mississippi","198570","345.9266","574.0234534","35.7","34.5","37.1","43095","1990","841","138400","2222.424242", -89.11592522861395, 30.511846007727982
"05000US28049","Hinds County, Mississippi","244596","281.2212","869.7637333","34","32.4","35.4","38773","1974","785","107300","1637.575758", -90.4428484216335, 32.266706895593195
"05000US28051","Holmes County, Mississippi","18547","24.51121","756.6740726","33.8","31.2","37","20800","1980","503","51800","2258.181818", -90.09205532812251, 33.12353510479791
"05000US28053","Humphreys County, Mississippi","8822","21.07932","418.5143962","35.6","32.8","37.7","23442","1975","522","61500","3144.848485", -90.5266261880323, 33.128714389214494
"05000US28055","Issaquena County, Mississippi","1352","3.273247","413.0455091","42.3","40.4","44.3","24306","1977","380","57400","10394.54545", -90.98918634845204, 32.741409331119364
"05000US28057","Itawamba County, Mississippi","23511","44.12788","532.7923867","40","37.6","42.1","35380","1982","637","84400","2183.030303", -88.36130735581885, 34.27997136667407
"05000US28059","Jackson County, Mississippi","140850","194.8804","722.7508019","38","37","38.7","49158","1980","827","120800","1939.393939", -88.63570055042655, 30.542297253885028
"05000US28061","Jasper County, Mississippi","16538","24.45584","676.2391918","41.6","40.4","42.5","34993","1983","676","65500","4958.181818", -89.11883966086735, 32.01913480481633
"05000US28063","Jefferson County, Mississippi","7528","14.47879","519.9331209","36.3","33.9","37.5","23773","1978","387","59900","3961.818182", -91.03734606598195, 31.73428454840269
"05000US28065","Jefferson Davis County, Mississippi","11771","28.81896","408.4464082","43.1","39.7","45.7","26429","1982","584","81400","3846.666667", -89.82301226264389, 31.56967342448646
"05000US28067","Jones County, Mississippi","68313","98.31845","694.8136099","36.8","35.4","38.3","37846","1978","606","85400","2723.636364", -89.16880880780501, 31.622556136463512
"05000US28069","Kemper County, Mississippi","10128","13.21879","766.1823422","41.1","39.4","42","29925","1981","408","63400","5651.515152", -88.64117858402699, 32.754587798002504
"05000US28071","Lafayette County, Mississippi","52193","82.62074","631.7178674","29.2","28.6","29.6","43162","1994","840","163500","4983.030303", -89.48489007370827, 34.35672525333078
"05000US28073","Lamar County, Mississippi","59623","119.9401","497.1064144","34.3","33.3","35","53888","1994","852","169500","3506.666667", -89.5086852507293, 31.205852276873596
"05000US28075","Lauderdale County, Mississippi","79233","112.6025","703.6523227","37.4","35.2","39.6","38399","1977","694","87800","1889.69697", -88.66254005962654, 32.40427745826884
"05000US28077","Lawrence County, Mississippi","12603","29.26385","430.6678795","40.1","39.7","40.5","38155","1980","700","90100","3321.212121", -90.10700026497024, 31.550179627041636
"05000US28079","Leake County, Mississippi","23011","39.46988","583.0014842","35.5","34.1","37.6","32657","1981","586","78200","4218.181818", -89.52406907676819, 32.753537712496275
"05000US28081","Lee County, Mississippi","85281","189.534","449.9509959","36.9","35.4","37.8","43224","1985","674","120400","2609.69697", -88.68040955436297, 34.289909496669
"05000US28083","Leflore County, Mississippi","30500","51.40224","593.3593021","32.8","30.6","34.8","25356","1974","547","73600","2828.484848", -90.30107061228814, 33.55053964992065
"05000US28085","Lincoln County, Mississippi","34691","59.18708","586.124501","38.1","36.5","39.6","36250","1980","661","91400","4864.242424", -90.4540072837303, 31.53239218078592
"05000US28087","Lowndes County, Mississippi","59785","118.2836","505.4375727","36.9","35.2","38.4","41219","1981","751","118800","3570.30303", -88.44331478923735, 33.47294085611925
"05000US28089","Madison County, Mississippi","101791","142.5022","714.311708","37.1","35.6","37.9","65924","1993","904","208800","4315.151515", -90.0337496139988, 32.634657899961766
"05000US28091","Marion County, Mississippi","25810","47.58616","542.3845732","39.8","39.1","40.8","30914","1980","621","76400","4321.212121", -89.82243811032056, 31.230843134625164
"05000US28093","Marshall County, Mississippi","36196","51.25628","706.1769491","39.5","38.5","40.6","40598","1987","645","93100","6328.484848", -89.50306121553322, 34.762280306052425
"05000US28095","Monroe County, Mississippi","36029","47.09103","765.0926568","40.9","39.5","42.6","37345","1978","577","82000","2944.242424", -88.48048277727489, 33.89226159084777
"05000US28097","Montgomery County, Mississippi","10353","25.43856","406.9805296","42.3","40.7","44.1","31207","1976","491","76400","2953.939394", -89.61635699918605, 33.494085239501366
"05000US28099","Neshoba County, Mississippi","29474","51.69659","570.1343605","36","35","37.8","35991","1979","603","79700","2474.545455", -89.1175654798974, 32.75348008987526
"05000US28101","Newton County, Mississippi","21652","37.46962","577.8547237","37.8","37.4","38.4","35527","1980","618","80400","2409.090909", -89.11879431787479, 32.40023894943416
"05000US28103","Noxubee County, Mississippi","11098","15.96471","695.1583714","36.1","33.6","37.8","31472","1982","556","67700","6526.060606", -88.56975390882482, 33.11015679275493
"05000US28105","Oktibbeha County, Mississippi","49424","107.8639","458.2070342","25.2","23.9","26.4","33431","1990","732","148900","5504.848485", -88.87933330353445, 33.424963838702276
"05000US28107","Panola County, Mississippi","34319","50.09026","685.1431404","36.5","35.2","39.1","37556","1986","653","75300","2481.212121", -89.95055732994959, 34.363904329839485
"05000US28109","Pearl River County, Mississippi","55167","68.03304","810.8854867","40.9","39.3","42.6","41598","1991","734","120300","3329.090909", -89.58965473416691, 30.76871337193103
"05000US28111","Perry County, Mississippi","12174","18.81004","647.2074712","40.8","38.8","43.1","34774","1984","611","76700","2847.272727", -88.99236069143038, 31.17204109343177
"05000US28113","Pike County, Mississippi","39939","97.64618","409.0175429","36.9","34.8","39","31511","1978","624","87600","2907.878788", -90.40417372728393, 31.174854740370264
"05000US28115","Pontotoc County, Mississippi","30862","62.00415","497.7408822","37.3","35.9","38.3","39869","1983","653","87800","5255.151515", -89.03737821726757, 34.22541955902099
"05000US28117","Prentiss County, Mississippi","25339","61.06163","414.9741667","39.5","37.4","41.7","33509","1979","582","82200","5264.242424", -88.52007116758531, 34.618280162590885
"05000US28119","Quitman County, Mississippi","7634","18.84884","405.0117421","39","37.4","41.4","24835","1974","573","52700","1852.727273", -90.28910155404597, 34.25140233788852
"05000US28121","Rankin County, Mississippi","147930","190.7746","775.4175602","37.1","36.1","38.2","59370","1991","911","157000","1512.121212", -89.94579205721524, 32.264130243524235
"05000US28123","Scott County, Mississippi","28268","46.39944","609.231425","36.1","34.7","37.1","32615","1982","628","69600","2903.030303", -89.53762996677824, 32.40638558990466
"05000US28125","Sharkey County, Mississippi","4662","10.79867","431.7200049","38.7","36.2","40.3","28878","1976","506","52600","6055.151515", -90.81315416093304, 32.87987062157456
"05000US28127","Simpson County, Mississippi","27279","46.3011","589.1652317","37.9","35.6","42.1","37285","1981","650","84100","3589.69697", -89.91950000750104, 31.91315924203706
"05000US28129","Smith County, Mississippi","16137","25.36196","636.2678684","40.6","40.6","40.7","33696","1984","562","77800","4084.242424", -89.50667997908461, 32.0176818790355
"05000US28131","Stone County, Mississippi","17995","40.3942","445.4847142","37.6","35.7","39.3","44995","1994","683","112900","4361.212121", -89.11766734497041, 30.78996735901088
"05000US28133","Sunflower County, Mississippi","27424","39.30297","697.7588591","34.5","33.3","35.9","27126","1975","586","71100","2138.787879", -90.58862468879207, 33.60230055612456
"05000US28135","Tallahatchie County, Mississippi","14776","22.90075","645.2190141","35.2","32","43.5","29837","1976","415","61500","4086.060606", -90.17322964745401, 33.950479878755935
"05000US28137","Tate County, Mississippi","28338","70.01138","404.7627587","36.7","34.8","38.4","43883","1988","691","110000","4949.69697", -89.94478713287445, 34.650328904740135
"05000US28139","Tippah County, Mississippi","22061","48.18798","457.8112207","38.7","37.7","39.7","37109","1983","537","82700","3655.757576", -88.90889374867118, 34.768354155691384
"05000US28141","Tishomingo County, Mississippi","19503","45.96481","424.30284","42.7","42.4","42.9","35364","1981","522","79300","3544.848485", -88.23928996419498, 34.74039955312001
"05000US28143","Tunica County, Mississippi","10407","22.88888","454.6748603","32.4","30.6","33.5","31918","1993","708","87500","10543.0303", -90.3755273586016, 34.65195879972333
"05000US28145","Union County, Mississippi","27989","67.34599","415.6001341","38","36.7","38.7","37898","1982","665","86700","3785.454545", -89.0038626627871, 34.49047828496672
"05000US28147","Walthall County, Mississippi","14812","36.66988","403.9282344","40.3","37.2","43","30571","1985","550","93300","9507.878788", -90.10613261224971, 31.148421639037128
"05000US28149","Warren County, Mississippi","47834","81.27923","588.5144549","38","36.9","39.7","40475","1976","655","109500","4581.212121", -90.85199738015714, 32.35726342662055
"05000US28151","Washington County, Mississippi","48824","67.36753","724.7407911","36.4","32.9","38.3","28452","1971","637","73000","1700", -90.94748706787843, 33.2837811352022
"05000US28153","Wayne County, Mississippi","20517","25.30725","810.7163184","36.9","35.7","37.6","34458","1982","506","74000","4026.060606", -88.69581525420847, 31.640788735257875
"05000US28155","Webster County, Mississippi","9922","23.57119","420.9376105","40.1","38","42.1","37083","1978","484","79900","4618.787879", -89.28480490812744, 33.61310186415242
"05000US28157","Wilkinson County, Mississippi","9233","13.61586","678.1062708","36.8","34.5","43.6","25846","1983","435","61900","8179.393939", -91.31092616938837, 31.1610797898427
"05000US28159","Winston County, Mississippi","18519","30.49767","607.2267084","40.8","38.3","43","32820","1977","630","80400","3309.69697", -89.03441464717753, 33.088503727356965
"05000US28161","Yalobusha County, Mississippi","12380","26.50232","467.1288732","42.1","40.9","42.7","34749","1980","503","72300","5073.939394", -89.707680480619, 34.028160074994275
"05000US28163","Yazoo County, Mississippi","27719","30.05882","922.1586756","35.6","34.6","37.6","27560","1978","583","72100","3946.666667", -90.39640168827795, 32.78033088876768
"05000US29001","Adair County, Missouri","25547","45.03072","567.3238826","27.7","28","27.6","37967","1975","598","112100","3726.060606", -92.60070838571288, 40.190587541360834
"05000US29003","Andrew County, Missouri","17347","40.08982","432.7033855","42","41.3","42.6","54804","1975","736","131800","6345.454545", -94.80207124978301, 39.98350601266345
"05000US29005","Atchison County, Missouri","5380","9.830337","547.2854144","47.7","45.7","48.9","43438","1954","540","81700","3409.69697", -95.42808898266885, 40.430819151771345
"05000US29007","Audrain County, Missouri","25868","37.36881","692.2349663","40.1","38.8","40.8","41930","1970","636","93400","2509.090909", -91.8415842321469, 39.21574099248976
"05000US29009","Barry County, Missouri","35716","45.89268","778.2504259","43.3","42","44.4","37869","1980","583","112900","4440", -93.82905788408756, 36.70986340969855
"05000US29011","Barton County, Missouri","12075","20.39969","591.9208521","40.8","39.9","42.6","38877","1974","498","94900","5578.787879", -94.34712465797504, 37.50232192421676
"05000US29013","Bates County, Missouri","16513","19.73613","836.6886765","41.2","40.5","42.4","41520","1974","619","107500","3369.090909", -94.34002547512192, 38.25725903666411
"05000US29015","Benton County, Missouri","18825","26.73841","704.0432434","52.9","52.3","53.3","33428","1983","593","110000","3409.090909", -93.28792355087427, 38.29485045911546
"05000US29017","Bollinger County, Missouri","12282","19.87684","617.9051702","43.5","42.5","44.1","39493","1979","586","94400","4303.636364", -90.02592435038608, 37.32218379698652
"05000US29019","Boone County, Missouri","172773","252.0189","685.5556088","30.3","29.7","30.9","50813","1987","803","171400","2045.454545", -92.30967563911895, 38.99061635527145
"05000US29021","Buchanan County, Missouri","89415","219.1405","408.0258596","36.9","35.6","38.7","46680","1960","715","112400","1689.090909", -94.80611937645318, 39.65990533030152
"05000US29023","Butler County, Missouri","42887","61.73729","694.669251","40.2","38.8","41.7","36302","1980","659","97200","2524.242424", -90.40657877121956, 36.716420080529815
"05000US29025","Caldwell County, Missouri","9057","21.24101","426.3921655","42.8","41.1","44.2","44722","1971","622","99100","5375.151515", -93.98270005485418, 39.65574611310038
"05000US29027","Callaway County, Missouri","44693","53.55163","834.5778034","37.8","36.7","39","50362","1986","666","124900","3925.454545", -91.92602100160256, 38.83551800858418
"05000US29029","Camden County, Missouri","44152","67.30502","655.9986903","50.1","49.9","50.3","46747","1990","697","171700","3783.636364", -92.76604799198518, 38.02703276318502
"05000US29031","Cape Girardeau County, Missouri","78089","134.9772","578.5348071","36.2","35.2","37.6","48458","1978","716","147400","2472.727273", -89.68446554402558, 37.384029342291406
"05000US29033","Carroll County, Missouri","9009","12.96965","694.6216585","42.8","41.7","43.5","41537","1960","530","79900","4218.787879", -93.50517861044072, 39.42698181578326
"05000US29035","Carter County, Missouri","6249","12.31674","507.3584217","40.6","41.6","40.2","37162","1986","555","95600","7378.787879", -90.96234493304878, 36.941236174098925
"05000US29037","Cass County, Missouri","101324","145.4586","696.5830822","39.4","38.1","40.6","63613","1988","924","161000","1768.484848", -94.35488969661986, 38.64698528372375
"05000US29039","Cedar County, Missouri","13932","29.36249","474.4829768","44.4","41.9","46.5","33720","1977","602","87800","4767.878788", -93.85661449830002, 37.72384925604781
"05000US29041","Chariton County, Missouri","7615","10.13742","751.1771143","45.4","43.2","47.1","41773","1970","517","80200","3630.909091", -92.96264483643519, 39.51509563900586
"05000US29043","Christian County, Missouri","82053","145.8344","562.644942","37.5","36.6","38.3","54392","1995","786","148000","2252.727273", -93.18885961003937, 36.96956845743163
"05000US29045","Clark County, Missouri","6860","13.59244","504.6924511","43.7","43.1","44.9","45169","1975","532","85900","3835.151515", -91.73835829690162, 40.41034403736345
"05000US29047","Clay County, Missouri","233135","586.2975","397.6393775","36.8","35.8","37.9","63702","1982","851","156600","1286.666667", -94.42088591050936, 39.310506403499986
"05000US29049","Clinton County, Missouri","20494","48.91658","418.9581975","40.9","40","41.8","57486","1978","772","138400","4915.151515", -94.40458563537597, 39.60177221438847
"05000US29051","Cole County, Missouri","76603","195.659","391.5127699","37.9","37.1","39","54130","1978","608","150700","2400", -92.28163009030905, 38.505410575362085
"05000US29053","Cooper County, Missouri","17613","31.18635","564.7663912","38.8","35.1","42.5","44917","1973","655","122900","4250.30303", -92.8101064866902, 38.84354765301385
"05000US29055","Crawford County, Missouri","24545","33.05651","742.5164163","41.6","40.6","42.7","36983","1982","610","116500","4122.424242", -91.30394491765644, 37.97635686195244
"05000US29057","Dade County, Missouri","7590","15.48944","490.0112773","46.9","45.1","49.5","37904","1971","600","80300","3735.757576", -93.85025595375699, 37.432057360679
"05000US29059","Dallas County, Missouri","16508","30.52705","540.7663788","43.3","42.4","43.9","37695","1980","594","101300","6291.515152", -93.02366278708614, 37.68043637177984
"05000US29061","Daviess County, Missouri","8257","14.65992","563.2363146","40.8","40.3","41.2","43669","1974","546","97700","5486.666667", -93.985493627751, 39.960764790619926
"05000US29063","DeKalb County, Missouri","12706","30.15491","421.3576403","40.4","38.7","44.6","43538","1977","507","104600","5432.727273", -94.40472352679204, 39.893154634332234
"05000US29065","Dent County, Missouri","15578","20.6945","752.7604668","43.1","41.6","45.2","38020","1975","479","100300","5356.969697", -91.50791413106421, 37.60663065225175
"05000US29067","Douglas County, Missouri","13467","16.55172","813.6314701","47.4","45.9","48.4","31333","1981","546","99900","8420", -92.49879576605568, 36.9325974384114
"05000US29069","Dunklin County, Missouri","31271","57.79455","541.0717517","39.6","37.5","41.4","31220","1970","530","68500","1526.060606", -90.09091218015942, 36.27210769722398
"05000US29071","Franklin County, Missouri","102063","110.6156","922.6818472","40.6","39.3","42.1","50895","1981","706","152700","2161.818182", -91.07502681518606, 38.41111653284048
"05000US29073","Gasconade County, Missouri","14875","28.66064","519.0044","45.7","45","47.5","45505","1973","599","126600","7359.393939", -91.50792467587156, 38.440880252185316
"05000US29075","Gentry County, Missouri","6745","13.72548","491.4218537","41.8","41.4","42.3","44024","1966","576","84800","3208.484848", -94.40987116243392, 40.21204979804036
"05000US29077","Greene County, Missouri","285449","422.6873","675.319515","35.7","34.5","37.2","41908","1980","707","133700","1153.333333", -93.341992677162, 37.2580560005369
"05000US29079","Grundy County, Missouri","10231","23.50413","435.2852909","40.8","36.8","43.9","40187","1966","570","83300","1965.454545", -93.5653473063977, 40.113937009679276
"05000US29081","Harrison County, Missouri","8649","11.97087","722.5040425","42.5","40.1","44.8","41173","1969","565","73900","2980", -93.9920363361101, 40.354668593104705
"05000US29083","Henry County, Missouri","21930","31.46596","696.9437078","43.8","42.7","44.8","42707","1974","691","88600","2804.848485", -93.79274526237506, 38.38516988564549
"05000US29085","Hickory County, Missouri","9267","23.23676","398.8077412","54.2","54.2","54","33113","1983","564","89800","4481.818182", -93.3207422906791, 37.94080743954784
"05000US29087","Holt County, Missouri","4537","9.805636","462.6930843","47.8","46.6","48.8","41017","1962","454","90200","4198.181818", -95.21555826887021, 40.09441905685222
"05000US29089","Howard County, Missouri","10148","21.88092","463.7830662","38.9","38.8","39.1","45762","1972","648","107600","5549.69697", -92.69627275915398, 39.14250041520455
"05000US29091","Howell County, Missouri","40265","43.42418","927.2484537","40.5","38.4","42.1","33964","1980","577","103500","3894.545455", -91.88651870222174, 36.77403388199136
"05000US29093","Iron County, Missouri","10220","18.5729","550.2642205","44.1","41.9","46.5","36354","1975","542","81800","2953.333333", -90.77343645277122, 37.555146776779
"05000US29095","Jackson County, Missouri","683643","1130.788","604.5723517","36.5","35.3","37.9","48104","1968","820","127400","957.5757576", -94.3461342367217, 39.00847294743205
"05000US29097","Jasper County, Missouri","117376","183.8368","638.4794123","35.8","34.6","36.7","42648","1978","721","108900","1741.212121", -94.34061135434766, 37.20355774897412
"05000US29099","Jefferson County, Missouri","222453","338.7682","656.6525806","38.8","37.8","39.9","58232","1984","794","152300","1254.545455", -90.5377332778865, 38.26106418762738
"05000US29101","Johnson County, Missouri","54229","65.39262","829.2832245","29.8","28.5","31.5","48977","1986","744","142800","3714.545455", -93.80641474089823, 38.74405968986328
"05000US29103","Knox County, Missouri","3997","7.930417","504.0088093","43.6","42.2","45.6","38816","1963","510","72200","2571.515152", -92.14806378663678, 40.12823838625164
"05000US29105","Laclede County, Missouri","35505","46.42848","764.724618","40.1","38.7","41.7","40436","1982","598","105500","3838.787879", -92.5903383711317, 37.65832647609656
"05000US29107","Lafayette County, Missouri","32789","52.1756","628.4354677","42.1","40.9","43.5","50830","1972","646","118000","3223.636364", -93.78550282020588, 39.06555482675081
"05000US29109","Lawrence County, Missouri","38204","62.45168","611.7369254","39.6","38.7","40.9","40505","1976","639","99000","3681.212121", -93.83295946285745, 37.10638091938467
"05000US29111","Lewis County, Missouri","10146","20.08942","505.041957","39.3","37.6","41.2","45708","1975","493","81900","3043.030303", -91.72210769632964, 40.09688074620433
"05000US29113","Lincoln County, Missouri","54286","86.64168","626.5575655","36.7","35.9","37.5","55249","1993","810","146200","2550.909091", -90.96006663803276, 39.05803366369022
"05000US29115","Linn County, Missouri","12319","20.01254","615.5640443","42.8","41.4","44.1","39286","1961","513","75700","3740", -93.10719838099891, 39.870204321858864
"05000US29117","Livingston County, Missouri","15057","28.28554","532.3215026","41.5","42.2","40.8","44266","1970","609","106800","4791.515152", -93.54825368964867, 39.78211840472801
"05000US29119","McDonald County, Missouri","22720","42.11461","539.4801953","37.2","36.2","38.7","38846","1985","586","90200","6138.181818", -94.34833867890943, 36.628687985515896
"05000US29121","Macon County, Missouri","15399","19.21974","801.2076041","42.9","41.6","44.8","37099","1971","485","87300","2878.787879", -92.56461432881024, 39.830783290156326
"05000US29123","Madison County, Missouri","12403","25.0875","494.3896883","42.9","42.2","43.5","36359","1976","593","95800","4490.909091", -90.3450150124722, 37.478082536227454
"05000US29125","Maries County, Missouri","8987","17.05381","526.9790347","43.9","43.9","43.9","40542","1981","534","116600","4050.909091", -91.92485463827448, 38.16162984524388
"05000US29127","Marion County, Missouri","28858","66.04813","436.9238468","39.4","38.7","40.2","43828","1966","605","107700","2824.848485", -91.62243122579473, 39.805942338520886
"05000US29129","Mercer County, Missouri","3702","8.157146","453.8351961","43.9","43","44.6","41817","1968","521","82100","3885.454545", -93.56854525646396, 40.42233654608464
"05000US29131","Miller County, Missouri","25011","42.20591","592.5947085","41.4","40.6","42.2","40057","1982","645","119100","3764.242424", -92.42838372187711, 38.21450534405265
"05000US29133","Mississippi County, Missouri","14112","34.28712","411.5831394","38.5","37","41.5","29214","1970","578","71600","4071.515152", -89.29114653690294, 36.828088680995776
"05000US29135","Moniteau County, Missouri","15840","38.16633","415.0255152","38","37.4","38.7","48974","1975","550","116400","3538.181818", -92.58309196829777, 38.63275722736804
"05000US29137","Monroe County, Missouri","8642","13.34356","647.6533482","45.1","43.8","46.6","41201","1978","547","98300","5631.515152", -92.00072935900711, 39.49545482917907
"05000US29139","Montgomery County, Missouri","11820","22.09152","535.0470257","44","42.4","45.7","41096","1974","621","104400","4001.818182", -91.47023070236057, 38.94147106823148
"05000US29141","Morgan County, Missouri","20182","33.77005","597.630074","46.3","45.7","47","32807","1983","604","111900","5240.606061", -92.88598941322078, 38.42372096292502
"05000US29143","New Madrid County, Missouri","18229","27.01231","674.8405259","40.9","39.7","42.2","31615","1973","565","74100","2201.818182", -89.65174553028767, 36.594587032574324
"05000US29145","Newton County, Missouri","58741","94.02267","624.7535973","39.6","37.6","41.3","44474","1981","642","112500","2483.636364", -94.33925608112278, 36.905505738464676
"05000US29147","Nodaway County, Missouri","23026","26.25649","876.9641867","28.7","28.9","28.6","39908","1971","626","121600","4322.424242", -94.88343388327851, 40.36075290555801
"05000US29149","Oregon County, Missouri","10922","13.82889","789.7955852","46.5","46","46.9","30442","1975","468","77800","2875.151515", -91.40337425000695, 36.686665479010294
"05000US29151","Osage County, Missouri","13704","22.59249","606.5733123","40","39.3","40.7","54119","1979","517","138500","4858.787879", -91.86183552253485, 38.46035867967353
"05000US29153","Ozark County, Missouri","9450","12.68505","744.9715072","51","51.1","50.9","31087","1981","523","81600","6135.151515", -92.44468245692734, 36.649315704253944
"05000US29155","Pemiscot County, Missouri","17599","35.73252","492.5205337","37.8","36.1","38.7","31671","1969","566","70400","4192.727273", -89.78539819456505, 36.211379273924905
"05000US29157","Perry County, Missouri","19152","40.37477","474.3555692","40.2","39.4","41.4","53014","1975","629","126200","4920.606061", -89.82441976570739, 37.707168235554235
"05000US29159","Pettis County, Missouri","42193","61.84634","682.223096","37.5","36.3","39.1","40467","1971","675","104800","2494.545455", -93.28509755474913, 38.72829184996164
"05000US29161","Phelps County, Missouri","44833","66.73777","671.7784947","34.5","31.3","38.3","41603","1982","676","117700","3338.181818", -91.79233714515854, 37.877166731402376
"05000US29163","Pike County, Missouri","18475","27.55658","670.4388376","38.9","37.6","42.8","42779","1973","625","97100","5309.090909", -91.17137211137457, 39.34383003910033
"05000US29165","Platte County, Missouri","94970","226.0136","420.1959978","38.1","37.3","38.8","70879","1987","915","196000","2462.424242", -94.77365308696653, 39.38046443083117
"05000US29167","Polk County, Missouri","31113","48.95626","635.5265028","37.4","36","38.5","42483","1984","664","117700","5755.757576", -93.40053271297398, 37.616499614531136
"05000US29169","Pulaski County, Missouri","53302","97.42623","547.1011232","26.9","24.8","30.3","49216","1994","958","141900","4910.30303", -92.20763840580707, 37.82458078384015
"05000US29171","Putnam County, Missouri","4877","9.427495","517.3166208","46.8","44.8","48","38125","1973","520","86700","5476.363636", -93.01616700350523, 40.47891307730032
"05000US29173","Ralls County, Missouri","10225","21.76545","469.7811542","44.9","44.3","46.1","48919","1982","712","120200","5344.848485", -91.52202997513879, 39.527676813902936
"05000US29175","Randolph County, Missouri","25081","51.95853","482.7118334","39","36.8","41.1","40638","1972","615","89300","3798.181818", -92.49708237787797, 39.440133117276076
"05000US29177","Ray County, Missouri","22921","40.2967","568.8058725","41.6","40.8","43","53459","1974","712","125700","4585.454545", -93.98991437848501, 39.35239185374327
