"Geo_GEOID","Geo_NAME","SE_T002_001","SE_T002_002","SE_T002_003","SE_T012_001","SE_T012_002","SE_T012_003","SE_T057_001","SE_T098_001","SE_T104_001","B25077001","B25077001s","lng","lat"
"05000US19125","Marion County, Iowa","33197","59.86936","554.4906617","39.2","38.2","40","57412","1972","652","144800","3743.636364", -93.09944612114204, 41.334444049437096
"05000US19127","Marshall County, Iowa","40735","71.15246","572.5030633","38.7","37.5","40.7","54193","1958","642","104600","2055.757576", -92.99878963004052, 42.03583240923083
"05000US19129","Mills County, Iowa","14841","33.92736","437.4345642","42.8","42.2","43.9","66203","1971","712","154200","3747.272727", -95.62131783962225, 41.03342954108027
"05000US19131","Mitchell County, Iowa","10757","22.92953","469.1330956","43.7","41.8","46.3","52564","1954","555","110500","4323.636364", -92.78901295943757, 43.35636379399147
"05000US19133","Monona County, Iowa","9013","12.98569","694.0718984","47","44.9","49","41455","1946","560","80100","3339.393939", -95.95989422189729, 42.05164668348514
"05000US19135","Monroe County, Iowa","7964","18.36228","433.7152327","43.2","42.5","43.9","47515","1969","601","93400","5856.969697", -92.8689747118282, 41.0297937244527
"05000US19137","Montgomery County, Iowa","10380","24.47554","424.096853","45.2","43.7","47.8","42641","1953","627","80700","3086.666667", -95.15635166115278, 41.03015192519658
"05000US19139","Muscatine County, Iowa","42949","98.1815","437.4449426","38","37.1","38.7","55971","1965","745","126600","2613.939394", -91.11269329677944, 41.483922702706415
"05000US19141","O_Brien County, Iowa","14055","24.52729","573.0351307","43.4","40.7","47.1","52474","1961","588","107800","3863.636364", -95.62491955577704, 43.083763384532425
"05000US19143","Osceola County, Iowa","6154","15.43568","398.6867337","44.3","42.4","46.4","48457","1954","570","85900","3255.151515", -95.62366732332052, 43.37857911936731
"05000US19145","Page County, Iowa","15552","29.07222","534.9436368","44","41.4","45.9","46128","1953","561","85800","2655.757576", -95.15017575923832, 40.739138261548185
"05000US19147","Palo Alto County, Iowa","9155","16.23629","563.860404","42.6","39.7","45.5","49109","1955","561","86600","2243.030303", -94.67813195545537, 43.08208887809216
"05000US19149","Plymouth County, Iowa","24972","28.94202","862.8283745","41.5","40.8","42.1","60339","1966","626","143000","3824.242424", -96.21413361391747, 42.73781264289367
"05000US19151","Pocahontas County, Iowa","7061","12.23233","577.2409633","47.3","46.1","47.8","46250","1947","523","70800","2561.818182", -94.6787442926654, 42.73416449443043
"05000US19153","Polk County, Iowa","459159","800.3683","573.6846225","35","34.2","35.9","61684","1976","827","161100","779.3939394", -93.57353152277904, 41.68549685201056
"05000US19155","Pottawattamie County, Iowa","93198","98.04518","950.5617601","39.3","37.5","41","53260","1964","778","128500","2337.575758", -95.54228643096695, 41.33662137094867
"05000US19157","Poweshiek County, Iowa","18622","31.83696","584.9175888","41","39.8","41.8","50725","1964","658","128100","5728.484848", -92.53145341285939, 41.68644247961301
"05000US19159","Ringgold County, Iowa","5054","9.437895","535.5007606","46","42.6","47.7","46927","1967","534","75700","2931.515152", -94.24398481850774, 40.73516876168598
"05000US19161","Sac County, Iowa","10034","17.44977","575.0220557","45.9","44.2","47.8","49570","1951","528","83200","2239.393939", -95.10534778862471, 42.38624453123044
"05000US19163","Scott County, Iowa","171116","373.543","458.0891649","37.7","36.7","38.7","56454","1969","729","150900","1479.393939", -90.62323704956147, 41.6370915511942
"05000US19165","Shelby County, Iowa","11944","20.21737","590.7790275","47","45.5","47.5","52757","1953","628","107900","3053.939394", -95.31017807728689, 41.68509135579381
"05000US19167","Sioux County, Iowa","34621","45.08733","767.865377","33.3","32.6","34.1","63466","1969","646","147700","3864.242424", -96.1778552126258, 43.08263398494321
"05000US19169","Story County, Iowa","94834","165.5967","572.6803367","25.8","24.7","27.7","51201","1978","814","167800","1863.030303", -93.46504812850237, 42.03623842728384
"05000US19171","Tama County, Iowa","17423","24.16466","721.0115259","43.2","42.1","43.7","53833","1952","658","103300","2006.060606", -92.53255388970209, 42.079810128897265
"05000US19173","Taylor County, Iowa","6209","11.67321","531.9016212","43.4","40.7","45.3","46510","1952","594","74800","2847.272727", -94.69640024875979, 40.737392466021966
"05000US19175","Union County, Iowa","12539","29.59789","423.6450949","40.3","39.5","41.3","45934","1958","598","88100","2835.757576", -94.24236124171973, 41.027735074037
"05000US19177","Van Buren County, Iowa","7380","15.22312","484.7889025","44.8","43.3","46.5","46769","1961","480","80400","2373.333333", -91.94997523101242, 40.7532124824297
"05000US19179","Wapello County, Iowa","35242","81.60894","431.8399498","39.5","38","41.2","42494","1955","619","81400","1523.030303", -92.40946355265147, 41.03058072405631
"05000US19181","Warren County, Iowa","48170","84.534","569.8299266","38.2","37.5","39.1","67090","1978","770","165200","1963.636364", -93.56135863741187, 41.33436917965016
"05000US19183","Washington County, Iowa","22115","38.87647","568.8530696","41.2","40","42.8","56864","1964","720","127500","4759.393939", -91.71786198394406, 41.33560292817987
"05000US19185","Wayne County, Iowa","6403","12.18547","525.4620547","43.9","42.9","44.7","42088","1956","475","73200","3661.212121", -93.32736012291012, 40.73949996546957
"05000US19187","Webster County, Iowa","37050","51.77338","715.6186484","39.5","36.4","42.6","42196","1955","597","90000","2466.666667", -94.181800125502, 42.427983862936536
"05000US19189","Winnebago County, Iowa","10580","26.4177","400.4890957","42.8","41.9","44.4","49278","1963","529","93300","2752.727273", -93.7341238236836, 43.37751913006208
"05000US19191","Winneshiek County, Iowa","20789","30.13536","689.8540565","40.6","39.8","41.9","57009","1959","610","159400","2758.787879", -91.84367309723966, 43.29062016918608
"05000US19193","Woodbury County, Iowa","102426","117.3404","872.8963377","35.3","34.1","36.7","49010","1958","693","104300","1679.393939", -96.0447853587293, 42.389708954863636
"05000US19195","Worth County, Iowa","7562","18.89917","400.1234539","44.6","43.8","45.1","49472","1944","540","95100","2722.424242", -93.2608434840574, 43.37738212369113
"05000US19197","Wright County, Iowa","12891","22.20969","580.4223464","44.4","43","45.5","46071","1954","590","76700","3429.69697", -93.73514431424339, 42.73308365805415
"05000US20001","Allen County, Kansas","12951","25.88631","500.3030686","41.7","40.9","44.1","40911","1966","576","73700","3113.333333", -95.30137636178678, 37.88571141074526
"05000US20003","Anderson County, Kansas","7858","13.55654","579.646386","42","41","42.7","42146","1966","593","91200","6293.333333", -95.29334084110162, 38.21418446247856
"05000US20005","Atchison County, Kansas","16557","38.40001","431.1718263","36.6","34.6","38","46103","1960","600","100300","7384.242424", -95.31348779961759, 39.53174901972815
"05000US20007","Barber County, Kansas","4831","4.259843","1134.079225","44.3","44.4","44.3","49455","1952","602","77400","5040.606061", -98.6848228943731, 37.2288616008009
"05000US20009","Barton County, Kansas","27214","30.3931","895.4006212","40.1","38.6","41.7","44449","1959","615","83700","1910.30303", -98.75645489448544, 38.47897057760012
"05000US20011","Bourbon County, Kansas","14751","23.21271","635.4708547","38.1","34.9","41.6","41529","1963","593","82300","2822.424242", -94.84933243630714, 37.85524429468345
"05000US20013","Brown County, Kansas","9810","17.18423","570.8724149","42.9","42","43.6","44672","1952","532","86000","2780.606061", -95.56420848294266, 39.826485531127425
"05000US20015","Butler County, Kansas","66264","46.34278","1429.86685","38","36.7","39","60338","1979","733","137800","2300.606061", -96.83904631109762, 37.78124190242792
"05000US20017","Chase County, Kansas","2694","3.484865","773.0571601","46.2","44.3","47.8","41889","1957","509","83200","4366.666667", -96.59394598066642, 38.30204189142502
"05000US20019","Chautauqua County, Kansas","3470","5.431372","638.8809091","49","47.3","50.8","37927","1956","616","53900","4415.151515", -96.24537952912868, 37.150022408238385
"05000US20021","Cherokee County, Kansas","20737","35.29295","587.5677941","41.7","40.8","42.5","41240","1971","661","74800","2582.424242", -94.84629022977664, 37.169327494726346
"05000US20023","Cheyenne County, Kansas","2679","2.626755","1019.889649","48.5","45.5","50.9","46058","1949","572","84500","2856.363636", -101.7312926388355, 39.78586987298051
"05000US20025","Clark County, Kansas","2131","2.186466","974.6323952","44.5","42","45","42976","1951","643","67300","4440.606061", -99.82029645763697, 37.23550622840927
"05000US20027","Clay County, Kansas","8346","12.93345","645.3034748","42","41.1","42.8","53041","1949","641","99400","7019.393939", -97.1651895365846, 39.34972565428219
"05000US20029","Cloud County, Kansas","9302","13.00357","715.3417915","41.5","38.9","44.7","40947","1945","612","72500","3729.69697", -97.6492573213236, 39.48029814082846
"05000US20031","Coffey County, Kansas","8433","13.45218","626.8874018","44.4","44.2","44.7","57442","1973","600","107300","5295.757576", -95.73410465688943, 38.23686345973007
"05000US20033","Comanche County, Kansas","1898","2.40772","788.2975334","47","44.2","50.1","43542","1945","463","65900","4344.848485", -99.27184408536138, 37.191262969466926
"05000US20035","Cowley County, Kansas","35977","31.95849","1125.741494","38","35.8","40","44960","1958","657","83000","1925.454545", -96.8375279607269, 37.237709884466355
"05000US20037","Crawford County, Kansas","39281","66.60541","589.7569502","32.5","30.5","34.7","37607","1970","696","85100","2077.575758", -94.85179584892236, 37.50734353430938
"05000US20039","Decatur County, Kansas","2886","3.229932","893.5173815","52.1","52.2","52.1","41362","1952","567","61400","4403.636364", -100.45993733492641, 39.78473758192758
"05000US20041","Dickinson County, Kansas","19384","22.88368","847.0666088","41.7","41.2","42.2","48093","1955","631","110300","4450.909091", -97.15269639021578, 38.86649197158683
"05000US20043","Doniphan County, Kansas","7793","19.80909","393.405276","39.6","37.6","41.9","49375","1966","593","92000","4890.909091", -95.14679933086616, 39.78805805814449
"05000US20045","Douglas County, Kansas","116352","255.2294","455.872333","29.1","28.3","29.9","52698","1985","857","181900","2126.666667", -95.29261869827411, 38.88465446905723
"05000US20047","Edwards County, Kansas","2975","4.78377","621.8944891","45.4","45.3","45.6","48684","1946","472","58000","2467.878788", -99.31217293942849, 37.887609825615925
"05000US20049","Elk County, Kansas","2635","4.089936","644.2643966","50.8","49.6","52.8","37393","1951","489","48800","3147.272727", -96.24416462996138, 37.45368481127796
"05000US20051","Ellis County, Kansas","29032","32.26092","899.9123703","32","31.3","33","50140","1972","647","155900","2638.787879", -99.31725485517411, 38.914740537528616
"05000US20053","Ellsworth County, Kansas","6375","8.905556","715.8452935","43.8","41.1","49.2","49134","1956","586","85700","2689.69697", -98.20475298138683, 38.69664459086469
"05000US20055","Finney County, Kansas","36983","28.40559","1301.962233","30.5","29.7","31.4","50712","1976","719","122700","2792.121212", -100.73700062579205, 38.04428054490221
"05000US20057","Ford County, Kansas","34492","31.40573","1098.270787","31.1","31.1","31.2","49688","1972","675","103600","3415.757576", -99.88796021799591, 37.69171461192695
"05000US20059","Franklin County, Kansas","25663","44.88401","571.7625873","39.3","37.8","40.4","51465","1973","753","118200","2412.121212", -95.28594741443922, 38.56453061655124
"05000US20061","Geary County, Kansas","36818","95.72551","384.6205805","26.2","25.4","27.2","45243","1982","1001","136100","4726.060606", -96.75254266704421, 39.00236473108518
"05000US20063","Gove County, Kansas","2682","2.502648","1071.664851","47.7","47","48.3","46681","1958","571","77800","1976.969697", -100.48296718683095, 38.91609250839113
"05000US20065","Graham County, Kansas","2577","2.868028","898.5268009","50.3","49","53","45982","1956","465","72000","4095.757576", -99.8832268629206, 39.34972385148453
"05000US20067","Grant County, Kansas","7748","13.47947","574.799908","32.6","31.1","33.3","54919","1975","661","101000","6405.454545", -101.30802767103214, 37.562259678274124
"05000US20069","Gray County, Kansas","6037","6.948125","868.8674326","35.8","36.6","35.1","59629","1973","643","115300","4875.151515", -100.4378836007286, 37.738182027561756
"05000US20071","Greeley County, Kansas","1235","1.586579","778.4043725","49","48.6","49.2","47000","1965","803","89100","13759.39394", -101.80604412409004, 38.48056391021059
"05000US20073","Greenwood County, Kansas","6304","5.513864","1143.299913","48.6","48.6","48.6","39671","1953","530","59300","2498.787879", -96.2326122179414, 37.87782471018117
"05000US20075","Hamilton County, Kansas","2567","2.575981","996.5136765","32.8","32.6","33","48523","1967","563","88100","4333.939394", -101.7912405694022, 37.99912300479694
"05000US20077","Harper County, Kansas","5798","7.236025","801.2686391","43.2","40.3","46.4","46886","1951","627","66200","2177.575758", -98.07547370569603, 37.19161078396912
"05000US20079","Harvey County, Kansas","34814","64.49953","539.7558661","38.7","37.8","39.5","52463","1969","674","120600","2963.030303", -97.42723349238804, 38.04321919161799
"05000US20081","Haskell County, Kansas","4087","7.076796","577.5212302","36.2","32.5","39.5","55453","1971","671","114800","5700.606061", -100.87119043684187, 37.562230569190696
"05000US20083","Hodgeman County, Kansas","1919","2.231416","859.9920988","48.9","46.6","51.2","56250","1957","608","85900","2532.121212", -99.89792427452144, 38.08748464822465
"05000US20085","Jackson County, Kansas","13365","20.36666","656.2194049","41.3","39.6","42.7","54700","1972","639","121000","3536.969697", -95.79366915586552, 39.416823086834576
"05000US20087","Jefferson County, Kansas","18880","35.45044","532.5744397","43.7","42.7","44.8","56777","1975","695","130100","4315.757576", -95.38343919978102, 39.23576281025217
"05000US20089","Jewell County, Kansas","3003","3.300795","909.7807712","51.2","50.2","52.5","37750","1942","490","53200","2275.757576", -98.21833124808369, 39.78473848514696
"05000US20091","Johnson County, Kansas","572428","1209.039","473.4568963","37.1","35.9","38.3","78186","1985","978","222400","990.9090909", -94.82231545277948, 38.88376482459332
"05000US20093","Kearny County, Kansas","3943","4.529356","870.5433014","35.1","30.7","38.8","49396","1973","588","91000","4865.454545", -101.31988976373877, 38.00025168442885
"05000US20095","Kingman County, Kansas","7697","8.915138","863.3629129","45.4","42.8","47.5","56142","1954","593","90200","4456.363636", -98.1363411160682, 37.55888852116083
"05000US20097","Kiowa County, Kansas","2520","3.487216","722.6395551","40.8","40.2","41.3","44896","1972","542","118400","16587.87879", -99.28607100905298, 37.558223334763134
"05000US20099","Labette County, Kansas","20833","32.28447","645.2946778","40.9","39.1","43","41851","1960","572","75300","2372.727273", -95.29757440824865, 37.191306023913754
"05000US20101","Lane County, Kansas","1687","2.351502","717.4139185","43","42.4","43.8","58077","1957","493","74700","5701.212121", -100.46642400716819, 38.481331772967245
"05000US20103","Leavenworth County, Kansas","78785","170.1109","463.1389118","37.3","36.4","38.8","66046","1978","917","168900","2945.454545", -95.03798677991996, 39.19930708340515
"05000US20105","Lincoln County, Kansas","3134","4.356433","719.395852","46.1","43.7","47.3","49583","1939","516","69300","2327.878788", -98.20769205948764, 39.04531243278643
"05000US20107","Linn County, Kansas","9524","16.03194","594.064096","43.4","43.6","43.2","45790","1978","625","90500","5724.848485", -94.84299088846166, 38.212274429290645
"05000US20109","Logan County, Kansas","2800","2.60952","1072.994377","41.3","40.3","42.1","48205","1956","677","80500","4148.484848", -101.1484095523717, 38.91730393895127
"05000US20111","Lyon County, Kansas","33401","39.41223","847.4780887","32.8","32.5","33","40611","1968","619","94500","2698.787879", -96.15264412120874, 38.456201557277
"05000US20113","McPherson County, Kansas","29164","32.46669","898.2746546","41.8","40.3","43.5","56783","1968","662","138800","2551.515152", -97.648027567579, 38.3916554997351
"05000US20115","Marion County, Kansas","12213","12.93352","944.2906207","45.1","43.6","47.1","47926","1956","562","82600","2756.969697", -97.09689115832246, 38.35886520647365
"05000US20117","Marshall County, Kansas","9963","11.06781","900.1778603","45.2","43","46.6","47532","1953","524","92000","3368.484848", -96.52294030687618, 39.783566798351494
"05000US20119","Meade County, Kansas","4310","4.406559","978.0875216","39.6","36.2","42.9","52960","1956","660","91100","2843.030303", -100.36624429120913, 37.238135973263546
"05000US20121","Miami County, Kansas","32787","56.95532","575.6617621","40.8","39.8","41.9","63353","1980","805","173400","4256.363636", -94.83809570781806, 38.563531322160365
"05000US20123","Mitchell County, Kansas","6299","8.975594","701.7920145","43.8","41.1","47.5","49755","1954","512","90000","4513.939394", -98.20936978832209, 39.39326642150033
"05000US20125","Montgomery County, Kansas","33765","52.46861","643.5275777","40","37.4","42.8","42646","1955","634","71600","1760.606061", -95.74287923172079, 37.19252100717539
"05000US20127","Morris County, Kansas","5694","8.189526","695.2783658","47.7","46.5","49.7","48551","1961","543","89500","3632.121212", -96.64988544024669, 38.68742336303281
"05000US20129","Morton County, Kansas","3033","4.156329","729.7304914","41","38.1","45.3","44100","1969","573","105600","5574.545455", -101.79924905833052, 37.19138844911043
"05000US20131","Nemaha County, Kansas","10177","14.18544","717.4258784","41.2","38.5","43.5","50400","1968","562","110400","5152.727273", -96.01408167300913, 39.78340754871502
"05000US20133","Neosho County, Kansas","16358","28.62431","571.4723373","39.9","39.2","40.7","43867","1956","592","74500","3278.787879", -95.30678334184665, 37.55848348051034
"05000US20135","Ness County, Kansas","3047","2.83511","1074.737755","46.8","44.6","49.4","47298","1962","605","68800","2694.545455", -99.91614929093818, 38.47941884774458
"05000US20137","Norton County, Kansas","5558","6.329981","878.0437407","43.7","40.4","48.2","47651","1954","675","69700","5361.212121", -99.90348821876599, 39.78438398173156
"05000US20139","Osage County, Kansas","16001","22.67979","705.5180178","42.7","41.9","43.5","52171","1973","632","101800","3167.878788", -95.72692562254555, 38.65230720077347
"05000US20141","Osborne County, Kansas","3746","4.197179","892.5042494","48.3","46.3","49.6","41432","1950","489","60100","4256.969697", -98.76794259511924, 39.3503276760535
"05000US20143","Ottawa County, Kansas","6004","8.330409","720.7328899","42.2","39.1","46.2","52241","1956","667","92800","4601.818182", -97.65020897282139, 39.13253102532434
"05000US20145","Pawnee County, Kansas","6840","9.068457","754.2628182","43.7","42.5","48.2","46227","1953","534","77200","3453.939394", -99.23670680015164, 38.18132308897131
"05000US20147","Phillips County, Kansas","5484","6.19051","885.8720396","44.9","44.3","45.7","45940","1957","521","76500","3124.242424", -99.34700928798229, 39.7845636014154
"05000US20149","Pottawatomie County, Kansas","22920","27.25262","841.0199399","34.8","35","34.6","62500","1979","745","165900","4621.818182", -96.34244002383707, 39.37901140100823
"05000US20151","Pratt County, Kansas","9729","13.23606","735.0377222","38.8","34.3","42.7","48995","1954","697","86300","3166.666667", -98.73962332834927, 37.647733993017326
"05000US20153","Rawlins County, Kansas","2557","2.391024","1069.41639","50.3","48.3","51.8","49327","1947","590","81500","4918.181818", -101.07584830013005, 39.785188542656925
"05000US20155","Reno County, Kansas","63803","50.82501","1255.346493","40.1","38.1","42.7","46000","1961","676","96100","1530.30303", -98.08598311697068, 37.95295133749229
"05000US20157","Republic County, Kansas","4768","6.646487","717.3714164","50.9","49.9","51.9","41489","1943","487","55400","2805.454545", -97.65061809633389, 39.82776890792846
"05000US20159","Rice County, Kansas","9949","13.69947","726.2326652","37.7","35.6","41.4","46335","1951","528","74200","2884.848485", -98.20099049348607, 38.347166899572656
"05000US20161","Riley County, Kansas","75026","123.0376","609.7811851","24.9","24.7","25.4","46609","1979","905","184500","3126.666667", -96.73517987558796, 39.29647125229578
"05000US20163","Rooks County, Kansas","5160","5.794253","890.537587","43.7","43.3","44.4","46750","1954","548","74600","3763.636364", -99.32501638580032, 39.350227268714576
"05000US20165","Rush County, Kansas","3144","4.380276","717.7629796","48.3","48.1","48.7","40395","1952","555","66700","3895.757576", -99.30915300755582, 38.52312790320487
"05000US20167","Russell County, Kansas","6988","7.884819","886.2600939","47.4","44.8","49.2","42656","1951","584","85100","3123.030303", -98.76238718952273, 38.91480564225413
"05000US20169","Saline County, Kansas","55547","77.12421","720.2278065","37.6","36.8","38.9","48497","1964","719","123200","2105.454545", -97.64995450782719, 38.78381125230241
"05000US20171","Scott County, Kansas","4958","6.909285","717.5851131","41.5","39.8","43.2","61886","1968","770","133500","6661.212121", -100.90685975717477, 38.48217370162669
"05000US20173","Sedgwick County, Kansas","508221","509.4877","997.5138603","34.8","33.8","35.8","51157","1974","750","128000","721.2121212", -97.46098537037803, 37.68476824927551
"05000US20175","Seward County, Kansas","23185","36.26433","639.3334579","29.2","29","29.7","47507","1970","699","89400","3890.30303", -100.85134082552537, 37.19333006272352
"05000US20177","Shawnee County, Kansas","178567","328.2556","543.9875953","38.8","37.3","40.2","52088","1969","738","125900","1414.545455", -95.7565205957243, 39.0415080843394
"05000US20179","Sheridan County, Kansas","2522","2.814867","895.9572013","46.5","43.4","48.6","50822","1956","503","91400","5103.636364", -100.44183945243877, 39.350347436296026
"05000US20181","Sherman County, Kansas","6038","5.717456","1056.064099","38.1","38.3","37.4","47036","1966","637","80400","4330.909091", -101.71998530488749, 39.35145038364224
"05000US20183","Smith County, Kansas","3701","4.133051","895.4642755","51.2","50.7","51.9","43913","1948","449","65200","2176.363636", -98.7854617630841, 39.7851612684712
"05000US20185","Stafford County, Kansas","4284","5.408777","792.0460234","43","40.9","45.4","46830","1947","629","64900","2530.909091", -98.71743140075901, 38.03098984740799
"05000US20187","Stanton County, Kansas","2115","3.108683","680.3524094","39.2","39","39.5","44567","1972","575","76900","6959.393939", -101.78421666469306, 37.56300498469527
"05000US20189","Stevens County, Kansas","5738","7.889848","727.2636877","34.9","33.8","37","54333","1971","676","98600","14310.90909", -101.31205675219337, 37.192339754183266
"05000US20191","Sumner County, Kansas","23509","19.89551","1181.623686","40.5","39.2","41.7","50950","1958","647","84200","1926.060606", -97.47654235334718, 37.23731162751569
"05000US20193","Thomas County, Kansas","7909","7.359355","1074.686555","36.2","34.1","37.7","52074","1963","457","110100","6678.787879", -101.05556089681893, 39.35091852501301
"05000US20195","Trego County, Kansas","2927","3.290702","889.4758246","50.4","49.6","52.3","54630","1956","540","82000","5444.848485", -99.87282239232081, 38.91430625416283
"05000US20197","Wabaunsee County, Kansas","6960","8.762443","794.2990809","43.1","42.9","43.2","57791","1962","685","112700","4853.333333", -96.20496941583295, 38.95326585802297
"05000US20199","Wallace County, Kansas","1584","1.733701","913.6522208","42.5","43.8","40.4","45804","1955","438","82500","5444.848485", -101.76361597256924, 38.916681207931404
"05000US20201","Washington County, Kansas","5613","6.273186","894.760717","46.3","44.3","48.5","47045","1949","440","73900","2816.363636", -97.0875359325155, 39.784180805446105
"05000US20203","Wichita County, Kansas","2168","3.017119","718.5663686","40.5","41.7","35.5","57596","1969","674","81800","8435.151515", -101.34737814538423, 38.48207267894058
"05000US20205","Wilson County, Kansas","8956","15.70075","570.4187294","44","42.5","46.2","43594","1955","578","61700","3120", -95.74341892487035, 37.55926381703108
"05000US20207","Woodson County, Kansas","3186","6.399905","497.8198571","47.5","46.4","49","35321","1950","542","52100","5058.181818", -95.74013439268425, 37.88669557112547
"05000US20209","Wyandotte County, Kansas","161777","1067.116","151.6021356","33.5","32.7","34.3","40757","1960","799","90100","1091.515152", -94.7645505975621, 39.114615218442346
"05000US21001","Adair County, Kentucky","19156","47.26574","405.2829897","40.8","38.8","42.9","33873","1981","499","86100","2333.333333", -85.28063239796322, 37.10416475626705
"05000US21003","Allen County, Kentucky","20421","59.30516","344.3376819","40.3","39.6","41.7","41166","1986","607","98200","3083.636364", -86.1904158881463, 36.751250237943836
"05000US21005","Anderson County, Kentucky","21867","108.3419","201.8332502","40.6","39.2","41.6","53513","1988","728","136300","3512.121212", -84.99099215212739, 38.003914220634066
"05000US21007","Ballard County, Kentucky","8216","33.30914","246.6590455","42.9","41.5","44.3","43923","1977","615","108400","4995.151515", -88.99925782248435, 37.05848160822254
"05000US21009","Barren County, Kentucky","43287","88.78583","487.5440288","40.2","38.7","41.9","39034","1978","595","108300","2651.515152", -85.93366298102077, 36.96558494111048
"05000US21011","Bath County, Kentucky","12113","43.44734","278.7972763","40.3","38.8","40.8","34986","1981","591","73500","3936.363636", -83.74267699968584, 38.14495241046352
"05000US21013","Bell County, Kentucky","27676","77.09184","359.0004216","41.1","39.2","42.4","22603","1975","490","59800","2616.969697", -83.67408276436716, 36.73064599952872
"05000US21015","Boone County, Kentucky","125656","510.3486","246.2160103","36.6","36","37.1","69165","1994","922","178300","1881.818182", -84.72801371280573, 38.96995658409075
"05000US21017","Bourbon County, Kentucky","20004","69.04601","289.7198782","41.6","39.9","44.1","44232","1974","674","140500","4299.393939", -84.21716306697236, 38.206738527801875
"05000US21019","Boyd County, Kentucky","48716","304.7281","159.8671314","41.8","40.5","43.5","44140","1968","624","100700","3471.515152", -82.6877806058021, 38.359561762768614
"05000US21021","Boyle County, Kentucky","29650","164.3439","180.4143649","40.7","38.6","42.6","40758","1975","652","136900","3587.878788", -84.86683925466298, 37.624336080434276
"05000US21023","Bracken County, Kentucky","8404","40.87302","205.6124059","41","39.9","41.8","35887","1973","576","96200","3788.484848", -84.09014341607727, 38.68879674354473
"05000US21025","Breathitt County, Kentucky","13476","27.36722","492.4139324","41","39.9","43.1","25484","1983","475","49600","2485.454545", -83.32406364571253, 37.52161579824709
"05000US21027","Breckinridge County, Kentucky","20000","35.26073","567.2031469","43.2","41.2","44.3","43390","1981","535","91600","3464.848485", -86.42931802142786, 37.773356655724264
"05000US21029","Bullitt County, Kentucky","77727","261.6855","297.0244866","39.7","39.1","40.2","58702","1991","784","149000","1807.272727", -85.69586025147083, 37.970073651031655
"05000US21031","Butler County, Kentucky","12828","30.10647","426.0878799","41","38.7","42.5","38427","1981","580","92300","7609.090909", -86.68162677195477, 37.20728384197481
"05000US21033","Caldwell County, Kentucky","12758","37.00203","344.7918616","42.4","41.5","43.1","43491","1975","541","95600","4921.212121", -87.86786422283971, 37.145407352474805
"05000US21035","Calloway County, Kentucky","38302","99.47967","385.023387","34.1","34.2","34.1","36692","1982","585","123400","3307.272727", -88.27224606108763, 36.62103178767558
"05000US21037","Campbell County, Kentucky","91456","604.3922","151.3189775","37.9","36.6","38.8","56772","1967","777","156600","1880.606061", -84.37951596949361, 38.946513375516155
"05000US21039","Carlisle County, Kentucky","4954","26.15154","189.4343665","42.4","41.5","43","40913","1978","609","78800","3747.878788", -88.9709818957716, 36.85320107968542
"05000US21041","Carroll County, Kentucky","10776","83.81448","128.5696644","38","36.8","40.1","42882","1974","659","104200","7835.151515", -85.12354561728206, 38.66784968264976
"05000US21043","Carter County, Kentucky","27292","66.64775","409.4961861","40.7","39.1","41.8","37367","1984","563","81000","2895.757576", -83.04953953219899, 38.318184856663386
"05000US21045","Casey County, Kentucky","15928","35.85506","444.2329277","42.6","41.3","43.5","32315","1982","481","76000","3842.424242", -84.92833003162922, 37.322302836263084
"05000US21047","Christian County, Kentucky","73936","103.0458","717.5060888","28.3","26.4","31.4","40253","1978","763","109200","2862.424242", -87.4904564622746, 36.8941713695512
"05000US21049","Clark County, Kentucky","35706","141.43","252.4640701","42","39.7","43.3","49069","1978","695","138000","2824.848485", -84.14741935064221, 37.9708211164589
"05000US21051","Clay County, Kentucky","21160","45.09351","469.24711","39","37.1","40.9","22174","1987","483","54500","2999.393939", -83.71466451332473, 37.15970880144712
"05000US21053","Clinton County, Kentucky","10172","51.57017","197.2458127","40.9","39.7","42.5","29872","1981","534","65900","3351.515152", -85.13617382979241, 36.72744165280619
"05000US21055","Crittenden County, Kentucky","9211","25.58941","359.9535813","43.3","42.8","44.2","38739","1975","517","78500","3350.909091", -88.09719726505877, 37.35272317001809
"05000US21057","Cumberland County, Kentucky","6780","22.21627","305.1816827","45.2","43.8","46.4","33268","1976","386","82100","5482.424242", -85.38851229602022, 36.786597867765124
"05000US21059","Daviess County, Kentucky","98724","215.3823","458.3664171","39.1","37.5","40.6","46675","1974","663","119400","2021.818182", -87.08723040102338, 37.73184712933202
"05000US21061","Edmonson County, Kentucky","12086","39.90295","302.8849122","42.9","42.3","43.6","41689","1985","640","86600","4438.787879", -86.23842222167913, 37.20879862721897
"05000US21063","Elliott County, Kentucky","7661","32.69514","234.3162053","42.1","41.4","45","27969","1984","505","70700","3600.606061", -83.0976171881706, 38.11789993347227
"05000US21065","Estill County, Kentucky","14406","56.92319","253.0778799","42.7","42.2","43.6","29694","1979","560","74200","4863.030303", -83.96430994348843, 37.69244432574795
"05000US21067","Fayette County, Kentucky","311529","1098.298","283.6470161","34.1","33.2","35.1","50661","1980","793","170800","982.4242424", -84.45871982520639, 38.042317214170964
"05000US21069","Fleming County, Kentucky","14543","41.72516","348.5426743","40.6","40","41.6","36063","1980","496","86400","3160.606061", -83.69665542884364, 38.370119550129395
